ttime,pm1,pm2,pm3,sm,lum,temp,humd,pres
27-07-2022 20:38,3.35,5.02,110.08,6944,3.111111111,21.47,96.34,93106.92
27-07-2022 20:45,3.91,5.02,110.08,6849,3.111111111,21.39,96.59,93112.4
27-07-2022 20:52,4.47,5.02,110.08,7042,3.111111111,21.34,96.47,93107.76
27-07-2022 20:59,0.55,4.47,110.08,7042,3.111111111,21.37,96.7,93111.62
27-07-2022 21:06,1.11,4.47,110.08,6944,1.75,21.42,96.27,93113.86
27-07-2022 21:13,1.67,4.47,110.08,6944,1.75,21.43,96.46,93127.06
27-07-2022 21:20,2.23,4.47,110.08,7042,1.75,21.5,96.39,93139.36
27-07-2022 21:27,2.79,4.47,110.08,7042,1.75,21.52,96.36,93143.75
27-07-2022 21:34,3.35,4.47,110.08,6944,1.75,21.54,96.16,93149.44
27-07-2022 21:41,3.91,4.47,110.08,6849,1.75,21.54,96.27,93154.2
27-07-2022 21:48,4.47,4.47,110.08,6579,1.75,21.42,96.27,93150.3
27-07-2022 21:55,5.02,4.47,110.08,7042,1.75,21.44,96.6,93170.46
27-07-2022 22:02,0.55,5.02,110.08,6849,1.888888889,21.37,96.36,93163.65
27-07-2022 22:09,1.11,5.02,110.08,6944,1.888888889,21.2,96.52,93167.59
27-07-2022 22:16,1.67,5.02,110.08,6944,1.888888889,21.11,96.86,93177.64
27-07-2022 22:23,2.23,5.02,110.08,6849,1.888888889,21.17,96.44,93183.15
27-07-2022 22:30,2.79,5.02,110.08,7042,1.888888889,21.2,96.11,93179.87
27-07-2022 22:37,3.35,5.02,110.08,7042,1.888888889,21.15,96.11,93184.25
27-07-2022 22:44,3.91,5.02,110.08,7042,1.888888889,21.09,96.36,93181.11
27-07-2022 22:51,4.47,5.02,110.08,6944,1.888888889,21.07,96.67,93186.97
27-07-2022 22:58,5.02,5.02,110.08,6944,1.888888889,21.04,96.19,93176.51
27-07-2022 23:05,0.55,5.02,110.64,7042,1.625,21.1,96.37,93183.12
27-07-2022 23:12,1.11,5.02,110.64,7042,1.625,21.19,96.24,93191.39
27-07-2022 23:19,1.67,5.02,110.64,6944,1.625,21.3,95.79,93186.31
27-07-2022 23:26,2.23,5.02,110.64,7042,1.625,21.3,95.58,93170.59
27-07-2022 23:33,2.79,5.02,110.64,6849,1.625,21.31,95.83,93179.02
27-07-2022 23:40,3.35,5.02,110.64,7042,1.625,21.31,95.98,93183.76
27-07-2022 23:47,3.91,5.02,110.64,6579,1.625,21.35,95.59,93165.45
27-07-2022 23:54,4.47,5.02,110.64,7042,1.625,21.35,95.62,93171.7
28-07-2022 00:01,0.55,4.47,110.08,7042,1.333333333,21.34,95.44,93170.95
28-07-2022 00:08,1.11,4.47,110.08,6944,1.333333333,21.28,95.23,93177.15
28-07-2022 00:15,1.67,4.47,110.08,6944,1.333333333,21.2,95.37,93165.61
28-07-2022 00:22,2.23,4.47,110.08,6944,1.333333333,21.18,95.78,93152.22
28-07-2022 00:29,2.79,4.47,110.08,6944,1.333333333,21.06,95.88,93156.76
28-07-2022 00:36,3.35,4.47,110.08,7042,1.333333333,21.05,96.25,93157.3
28-07-2022 00:43,3.91,4.47,110.08,6944,1.333333333,21.07,96.26,93139.36
28-07-2022 00:50,4.47,4.47,110.08,6944,1.333333333,21.07,96.37,93136.25
28-07-2022 00:57,5.02,4.47,110.08,7042,1.333333333,21.06,96.24,93128.55
28-07-2022 01:04,0.55,5.02,110.08,6944,1.625,21.07,96.03,93127.81
28-07-2022 01:12,1.11,5.02,110.08,6944,1.625,21.05,96.25,93113.36
28-07-2022 01:18,1.67,5.02,110.08,6849,1.625,21,96.27,93112.77
28-07-2022 01:25,2.23,5.02,110.08,6944,1.625,20.98,96.51,93099.61
28-07-2022 01:32,2.79,5.02,110.08,6944,1.625,20.89,96.45,93082.36
28-07-2022 01:39,3.35,5.02,110.08,6944,1.625,20.77,96.63,93078.28
28-07-2022 01:47,3.91,5.02,110.08,6944,1.625,20.63,97.08,93072.37
28-07-2022 01:53,4.47,5.02,110.08,7042,1.625,20.62,97.05,93077.65
28-07-2022 02:00,0.55,4.47,110.08,6944,1.333333333,20.67,97.32,93060.11
28-07-2022 02:07,1.11,4.47,110.08,6944,1.333333333,20.62,97.41,93045.47
28-07-2022 02:15,1.67,4.47,110.08,6944,1.333333333,20.57,97.48,93041.6
28-07-2022 02:21,2.23,4.47,110.08,7042,1.333333333,20.57,97.6,93038.86
28-07-2022 02:29,2.79,4.47,110.08,6944,1.333333333,20.62,97.63,93040.7
28-07-2022 02:35,3.35,4.47,110.08,6944,1.333333333,20.62,97.49,93040.7
28-07-2022 02:43,3.91,4.47,110.08,6944,1.333333333,20.62,97.41,93049.69
28-07-2022 02:49,4.47,4.47,110.08,6944,1.333333333,20.69,97.48,93051.53
28-07-2022 02:57,5.02,4.47,110.08,6944,1.333333333,20.7,97.08,93042.01
28-07-2022 03:04,0.55,5.02,110.08,6944,1.875,20.7,97.08,93033.25
28-07-2022 03:10,1.11,5.02,110.08,7042,1.875,20.63,97.27,93018.75
28-07-2022 03:18,1.67,5.02,110.08,6944,1.875,20.61,97.6,93051.51
28-07-2022 03:24,2.23,5.02,110.08,6849,1.875,20.63,97.74,93049.69
28-07-2022 03:32,2.79,5.02,110.08,6944,1.875,20.64,97.49,93040.89
28-07-2022 03:38,3.35,5.02,110.08,7042,1.875,20.64,97.41,93042.19
28-07-2022 03:46,3.91,5.02,110.08,6944,1.875,20.61,97.62,93041.07
28-07-2022 03:52,4.47,5.02,110.08,6849,1.875,20.62,97.82,93027.55
28-07-2022 04:00,0.55,4.47,110.08,6944,1.555555556,20.57,97.84,93064.28
28-07-2022 04:06,1.11,4.47,110.08,6944,1.555555556,20.72,98,93053.91
28-07-2022 04:14,1.67,4.47,110.08,6944,1.555555556,20.76,97.73,93039.12
28-07-2022 04:20,2.23,4.47,110.08,6944,1.555555556,20.77,97.58,93044.81
28-07-2022 04:28,2.79,4.47,110.08,6944,1.555555556,20.78,97.58,93054.5
28-07-2022 04:34,3.35,4.47,110.08,6944,1.555555556,20.73,97.58,93045.87
28-07-2022 04:42,3.91,4.47,110.08,6944,1.555555556,20.78,97.68,93064.01
28-07-2022 04:48,4.47,4.47,110.08,6944,1.555555556,20.79,97.58,93046.99
28-07-2022 04:56,5.02,4.47,110.08,6944,1.555555556,20.77,97.55,93066.76
28-07-2022 05:03,0.55,5.02,110.08,6849,1.333333333,20.79,97.63,93079.2
28-07-2022 05:10,1.11,5.02,110.08,6667,1.333333333,20.81,97.68,93076.65
28-07-2022 05:16,1.67,5.02,110.08,6667,1.333333333,20.84,97.56,93104.3
28-07-2022 05:24,2.23,5.02,110.08,6944,1.333333333,20.75,97.55,93128.4
28-07-2022 05:31,2.79,5.02,110.08,6944,1.333333333,20.78,97.71,93127.87
28-07-2022 05:38,3.35,5.02,110.08,6579,1.333333333,20.77,97.86,93116.7
28-07-2022 05:45,3.91,5.02,110.08,6944,1.333333333,20.72,98.01,93122
28-07-2022 05:52,4.47,5.02,110.08,6944,1.333333333,20.7,98.19,93129.3
28-07-2022 05:59,5.02,5.02,110.08,6944,1.333333333,20.72,98.29,93132.24
28-07-2022 06:06,0.55,5.02,110.64,6849,35.75,20.73,98.44,93154.93
28-07-2022 06:13,1.11,5.02,110.64,6849,35.75,20.81,98.55,93178.94
28-07-2022 06:20,1.67,5.02,110.64,6944,35.75,20.75,98.62,93197.59
28-07-2022 06:27,2.23,5.02,110.64,6849,35.75,20.68,98.68,93189.28
28-07-2022 06:34,2.79,5.02,110.64,6944,35.75,20.67,98.82,93170.62
28-07-2022 06:41,3.35,5.02,110.64,6944,35.75,20.73,98.95,93175.62
28-07-2022 06:48,3.91,5.02,110.64,6944,35.75,20.71,99,93191.69
28-07-2022 06:55,4.47,5.02,110.64,6849,35.75,20.64,99.03,93196.59
28-07-2022 07:02,0.55,4.47,110.08,7143,358.6666667,20.61,98.76,93189.97
28-07-2022 07:09,1.11,4.47,110.08,7143,358.6666667,20.57,99.09,93210.99
28-07-2022 07:16,1.95,4.47,110.08,7246,358.6666667,20.59,99.17,93219.95
28-07-2022 07:23,2.79,4.47,110.08,7246,358.6666667,20.61,99.23,93217.4
28-07-2022 07:30,3.35,4.47,110.08,7246,358.6666667,20.62,99.29,93205.34
28-07-2022 07:37,3.91,4.47,110.08,7246,358.6666667,20.59,99.37,93208.97
28-07-2022 07:44,4.47,4.47,110.08,7353,358.6666667,20.57,99.34,93198.56
28-07-2022 07:51,5.02,4.47,110.08,7246,358.6666667,20.56,99.25,93195.05
28-07-2022 07:58,5.58,4.47,110.08,7246,358.6666667,20.63,99.44,93208.85
28-07-2022 08:05,0.55,5.58,110.64,7246,1730.75,20.54,99.4,93221
28-07-2022 08:12,1.11,5.58,110.64,7246,1730.75,20.54,99.43,93207.82
28-07-2022 08:19,1.67,5.58,110.64,7246,1730.75,20.53,99.43,93185.67
28-07-2022 08:26,2.51,5.58,110.64,7246,1730.75,20.43,99.44,93191.64
28-07-2022 08:33,3.07,5.58,110.64,7246,1730.75,20.43,99.42,93176.65
28-07-2022 08:40,3.63,5.58,110.64,7246,1730.75,20.43,99.44,93132.05
28-07-2022 08:47,4.19,5.58,110.64,7246,1730.75,20.48,99.46,93105.9
28-07-2022 08:54,4.74,5.58,110.64,7246,1730.75,20.55,99.45,93068.84
28-07-2022 09:01,0.55,4.74,110.92,7246,7260.222222,20.62,99.48,93035.77
28-07-2022 09:08,1.11,4.74,110.92,7246,7260.222222,20.7,99.44,93030.5
28-07-2022 09:15,1.67,4.74,110.92,7246,7260.222222,20.82,99.38,93063.12
28-07-2022 09:22,2.23,4.74,110.92,7246,7260.222222,21,99.29,93094.84
28-07-2022 09:29,2.79,4.74,110.92,7246,7260.222222,21.27,99.22,93118.55
28-07-2022 09:36,3.35,4.74,110.92,7246,7260.222222,21.36,98.77,93145.69
28-07-2022 09:43,3.91,4.74,110.92,7246,7260.222222,21.51,98.23,93193.02
28-07-2022 09:50,4.47,4.74,110.92,7246,7260.222222,21.86,97.36,93232.7
28-07-2022 09:57,5.02,4.74,110.92,7246,7260.222222,22.19,96.91,93247.47
28-07-2022 10:04,0.55,5.02,110.92,7246,9758.5,22.34,96.03,93263.28
28-07-2022 10:11,1.11,5.02,110.92,7246,9758.5,22.34,95.32,93266.03
28-07-2022 10:18,1.67,5.02,110.92,7246,9758.5,22.42,94.82,93279.81
28-07-2022 10:25,2.23,5.02,110.92,7246,9758.5,22.4,94.83,93288.8
28-07-2022 10:32,2.79,5.02,110.92,7246,9758.5,22.54,94.04,93289.9
28-07-2022 10:39,3.35,5.02,110.92,7246,9758.5,23.14,91.53,93312.7
28-07-2022 10:46,3.91,5.02,110.92,7246,9758.5,23.63,89.71,93288.53
28-07-2022 10:53,4.47,5.02,110.92,7246,9758.5,23.76,90.05,93277.3
28-07-2022 11:00,0.55,4.47,110.92,7246,5108,24.07,88.24,93229.7
28-07-2022 11:08,1.11,4.47,110.92,7246,5108,24.63,85.31,93221.8
28-07-2022 11:15,1.67,4.47,110.92,7246,5108,25.38,82.63,93228.65
28-07-2022 11:22,2.23,4.47,110.92,7246,5108,25.61,80.29,93232.49
28-07-2022 11:29,2.79,4.47,110.92,7246,5108,25.63,78.15,93233.37
28-07-2022 11:36,3.35,4.47,110.92,7353,5108,26.2,76.02,93241.17
28-07-2022 11:43,3.91,4.47,110.92,7246,5108,26.29,74.69,93240.49
28-07-2022 11:50,4.47,4.47,110.92,7246,5108,26.45,72.92,93236.19
28-07-2022 11:57,5.02,4.47,110.92,7246,5108,26.8,71.45,93242.34
28-07-2022 12:04,0.55,5.02,110.92,7246,3931.75,26.76,73.07,93214.31
28-07-2022 12:11,1.11,5.02,110.92,7353,3931.75,27.43,66.39,93205.22
28-07-2022 12:18,1.67,5.02,110.92,7246,3931.75,27.19,65.46,93194.54
28-07-2022 12:25,2.23,5.02,110.92,7246,3931.75,28.18,64.73,93182.79
28-07-2022 12:32,2.79,5.02,110.92,7246,3931.75,28.57,66.52,93175.05
28-07-2022 12:39,3.35,5.02,110.92,7246,3931.75,28.31,59.14,93162.25
28-07-2022 12:46,3.91,5.02,110.92,7246,3931.75,27.64,63.31,93158.34
28-07-2022 12:53,4.47,5.02,110.92,7246,3931.75,27.76,67.17,93155.69
28-07-2022 13:00,0.55,4.47,110.92,7246,2424.777778,28.36,65.77,93144.43
28-07-2022 13:07,1.11,4.47,110.92,7246,2424.777778,28.64,65.11,93138
28-07-2022 13:14,1.67,4.47,110.92,7246,2424.777778,29.12,62.11,93127.2
28-07-2022 13:21,2.23,4.47,110.92,7246,2424.777778,29.12,60.67,93109.17
28-07-2022 13:28,2.79,4.47,110.92,7246,2424.777778,28.79,61.43,93093.88
28-07-2022 13:35,3.35,4.47,110.92,7246,2424.777778,29.18,62.65,93083.07
28-07-2022 13:42,3.91,4.47,110.92,7246,2424.777778,29.31,60.3,93072.84
28-07-2022 13:49,4.47,4.47,110.92,7353,2424.777778,29.51,62.35,93060.81
28-07-2022 13:56,5.02,4.47,110.92,7246,2424.777778,29.19,59.53,93049.12
28-07-2022 14:03,0.55,5.02,110.92,7246,621.6666667,29.37,60.2,93036.22
28-07-2022 14:10,1.11,5.02,110.92,7246,621.6666667,28.87,60.86,93028.3
28-07-2022 14:17,1.67,5.02,110.92,7246,621.6666667,29.59,58.83,93018.84
28-07-2022 14:24,2.23,5.02,110.92,7246,621.6666667,30.11,59.38,93009.44
28-07-2022 14:31,2.79,5.02,110.92,7246,621.6666667,30.23,56.73,93001.07
28-07-2022 14:38,3.35,5.02,110.92,7246,621.6666667,29.2,61.88,92995.69
28-07-2022 14:45,3.91,5.02,110.92,7246,621.6666667,28.84,62.02,92991.19
28-07-2022 14:52,4.47,5.02,110.92,7246,621.6666667,28.48,64,92986.92
28-07-2022 14:59,5.02,5.02,110.92,7246,621.6666667,29.61,54.43,92977.94
28-07-2022 15:06,0.55,5.02,110.92,7246,1504.625,31.11,49.75,92969.15
28-07-2022 15:13,1.11,5.02,110.92,7246,1504.625,31.77,51,92971.91
28-07-2022 15:20,1.67,5.02,110.92,7246,1504.625,31.78,52.08,92967.76
28-07-2022 15:27,2.23,5.02,110.92,7246,1504.625,29.55,54.25,92971.28
28-07-2022 15:34,2.79,5.02,110.92,7246,1504.625,29.36,54.92,92972.24
28-07-2022 15:41,3.35,5.02,110.92,7246,1504.625,30.55,53.66,92956.3
28-07-2022 15:48,3.91,5.02,110.92,7246,1504.625,31.96,49.27,92944.31
28-07-2022 15:55,4.47,5.02,110.92,7246,1504.625,32.31,49.19,92947.39
28-07-2022 16:02,0.55,4.47,110.92,7246,5173.333333,31.52,48.46,92934.96
28-07-2022 16:10,1.11,4.47,110.92,7246,5173.333333,31.45,48.61,92939.5
28-07-2022 16:17,1.67,4.47,110.92,7246,5173.333333,30.76,51.15,92930.16
28-07-2022 16:24,2.23,4.47,110.92,7246,5173.333333,30.21,51.72,92932.15
28-07-2022 16:31,2.79,4.47,110.92,7246,5173.333333,29.23,56.14,92927.72
28-07-2022 16:38,3.35,4.47,110.92,7246,5173.333333,28.36,61.33,92925.01
28-07-2022 16:45,3.91,4.47,110.92,7246,5173.333333,30.87,54.53,92905.78
28-07-2022 16:52,4.47,4.47,110.92,7246,5173.333333,30.84,50.4,92893.65
28-07-2022 16:59,5.02,4.47,110.92,7246,5173.333333,31.8,48.96,92891.12
28-07-2022 17:06,0.55,5.02,110.92,7353,12632.75,30.6,52.02,92898.61
28-07-2022 17:14,1.11,5.02,110.92,7246,12632.75,30.25,53.5,92900.9
28-07-2022 17:22,1.67,5.02,110.92,7246,12632.75,28.77,62.06,92915.75
28-07-2022 17:29,2.23,5.02,110.92,7246,12632.75,27.8,64.5,92922.15
28-07-2022 17:36,2.79,5.02,110.92,7246,12632.75,27.69,64.74,92924.84
28-07-2022 17:44,3.35,5.02,110.92,7353,12632.75,27.46,65.32,92932.39
28-07-2022 17:51,3.91,5.02,110.92,7246,12632.75,27.2,66.49,92933.94
28-07-2022 17:58,4.47,5.02,110.92,7246,12632.75,26.89,68,92931.26
28-07-2022 18:05,0.55,4.47,110.92,7246,4210.25,26.7,71.15,92956.22
28-07-2022 18:12,1.11,4.47,110.92,7246,4210.25,26.51,72.77,92963.93
28-07-2022 18:19,1.67,4.47,110.92,7246,4210.25,26.17,72.56,92960
28-07-2022 18:26,2.23,4.47,110.92,7246,4210.25,25.94,74.46,92969.42
28-07-2022 18:33,2.79,4.47,110.92,7246,4210.25,25.57,76.4,92967.4
28-07-2022 18:40,3.35,4.47,110.92,7246,4210.25,25.23,80.45,92969.03
28-07-2022 18:47,3.91,4.47,110.92,7246,4210.25,24.82,81.24,92987.24
28-07-2022 18:54,4.47,4.47,110.92,7246,4210.25,24.54,84.38,93011.31
28-07-2022 19:01,0.55,4.47,110.36,7246,61.44444444,24.26,85.32,93026.3
28-07-2022 19:08,1.11,4.47,110.36,7246,61.44444444,23.75,86.53,93032.99
28-07-2022 19:15,1.67,4.47,110.36,7246,61.44444444,23.42,87.89,93030.42
28-07-2022 19:22,2.23,4.47,110.36,7246,61.44444444,23.11,90.1,93034.64
28-07-2022 19:29,2.79,4.47,110.36,7246,61.44444444,22.8,90.93,93049.25
28-07-2022 19:36,3.35,4.47,110.36,7246,61.44444444,22.62,92.62,93053.35
28-07-2022 19:43,3.91,4.47,110.36,7246,61.44444444,22.53,93.07,93077.79
28-07-2022 19:50,4.47,4.47,110.36,7246,61.44444444,22.37,94.12,93100.76
28-07-2022 19:57,5.02,4.47,110.36,7246,61.44444444,22.29,94.62,93101.32
28-07-2022 20:04,0.55,5.02,110.92,7246,1.375,22.27,95.01,93096.72
28-07-2022 20:11,1.11,5.02,110.92,7246,1.375,22.19,95.01,93112.67
28-07-2022 20:18,1.67,5.02,110.92,7353,1.375,22.09,96.02,93129.54
28-07-2022 20:25,2.23,5.02,110.92,7246,1.375,21.96,96.11,93130.62
28-07-2022 20:32,2.79,5.02,110.92,7246,1.375,22.1,95.69,93135.22
28-07-2022 20:39,3.35,5.02,110.92,7246,1.375,22.06,95.62,93158.31
28-07-2022 20:46,3.91,5.02,110.92,7246,1.375,21.98,96.16,93167.86
28-07-2022 20:53,4.47,5.02,110.92,7246,1.375,22.09,95.71,93186.75
28-07-2022 21:00,0.55,4.47,110.36,7246,1.555555556,22,95.69,93181.04
28-07-2022 21:07,1.11,4.47,110.36,7246,1.555555556,22,95.85,93170.8
28-07-2022 21:14,1.67,4.47,110.36,7353,1.555555556,22.02,96.12,93174.46
28-07-2022 21:21,2.23,4.47,110.36,7246,1.555555556,22.11,95.75,93177.94
28-07-2022 21:28,2.79,4.47,110.36,7246,1.555555556,22.14,96.43,93193.36
28-07-2022 21:35,3.35,4.47,110.36,7246,1.555555556,22.25,96.13,93199.26
28-07-2022 21:42,3.91,4.47,110.36,7246,1.555555556,22.22,96.8,93193.57
28-07-2022 21:49,4.47,4.47,110.36,7246,1.555555556,22.15,96.77,93209.3
28-07-2022 21:56,5.02,4.47,110.36,7246,1.555555556,22.12,97.23,93213.69
28-07-2022 22:03,0.55,5.02,110.36,7246,1.75,22.07,97.36,93219.57
28-07-2022 22:10,1.11,5.02,110.36,7246,1.75,21.96,97.61,93222.12
28-07-2022 22:17,1.67,5.02,110.36,7246,1.75,21.95,97.81,93221.94
28-07-2022 22:24,2.23,5.02,110.36,7246,1.75,21.8,97.89,93226.09
28-07-2022 22:32,2.79,5.02,110.36,7353,1.75,21.71,98.02,93234.86
28-07-2022 22:39,3.35,5.02,110.36,7246,1.75,21.72,98.18,93250.09
28-07-2022 22:46,3.91,5.02,110.36,7246,1.75,21.54,98.13,93244.14
28-07-2022 22:53,4.47,5.02,110.36,7246,1.75,21.52,98.3,93250.92
28-07-2022 23:01,0.55,4.47,110.36,7246,1.5,21.54,98.39,93237.37
28-07-2022 23:08,1.11,4.47,110.36,7353,1.5,21.37,98.42,93238.56
28-07-2022 23:16,1.67,4.47,110.36,7246,1.5,21.42,98.53,93224.49
28-07-2022 23:23,2.23,4.47,110.36,7246,1.5,21.37,98.56,93227.8
28-07-2022 23:31,2.79,4.47,110.36,7246,1.5,21.29,98.49,93219.84
28-07-2022 23:38,3.35,4.47,110.36,7246,1.5,21.26,98.39,93215.97
28-07-2022 23:46,3.91,4.47,110.36,7246,1.5,21.07,98.55,93223.39
28-07-2022 23:53,4.47,4.47,110.36,7246,1.5,21.2,98.82,93210.81
29-07-2022 00:01,0.55,4.47,109.8,7246,1.25,21.18,98.85,93196.89
29-07-2022 00:08,1.11,4.47,109.8,7353,1.25,21.12,98.89,93196.32
29-07-2022 00:16,1.67,4.47,109.8,7246,1.25,21.04,98.95,93176.32
29-07-2022 00:24,2.23,4.47,109.8,7246,1.25,21.11,99.06,93166.65
29-07-2022 00:31,2.79,4.47,109.8,7246,1.25,21.21,99.14,93146.38
29-07-2022 00:39,3.35,4.47,109.8,7246,1.25,21.31,99.17,93131.57
29-07-2022 00:46,3.91,4.47,109.8,7246,1.25,21.38,99.23,93116.39
29-07-2022 00:54,4.47,4.47,109.8,7246,1.25,21.45,99.2,93120.47
29-07-2022 01:01,0.55,4.47,109.8,7246,1.5,21.5,99.08,93129.62
29-07-2022 01:09,1.11,4.47,109.8,7246,1.5,21.48,98.93,93102.87
29-07-2022 01:16,1.67,4.47,109.8,7246,1.5,21.52,98.76,93119.02
29-07-2022 01:24,2.23,4.47,109.8,7246,1.5,21.39,98.79,93116.39
29-07-2022 01:31,2.79,4.47,109.8,7246,1.5,21.22,98.56,93115.61
29-07-2022 01:39,3.35,4.47,109.8,7246,1.5,21.12,98.7,93113.94
29-07-2022 01:46,3.91,4.47,109.8,7246,1.5,21.2,98.98,93121.47
29-07-2022 01:54,4.47,4.47,109.8,7246,1.5,21.39,99.07,93124.85
29-07-2022 02:02,0.55,4.47,109.24,7246,1.25,21.54,98.87,93137.72
29-07-2022 02:10,1.11,4.47,109.24,7246,1.25,21.65,98.36,93127.12
29-07-2022 02:17,1.67,4.47,109.24,7246,1.25,21.71,97.73,93139.95
29-07-2022 02:25,2.23,4.47,109.24,7246,1.25,21.76,97.39,93136.28
29-07-2022 02:33,2.79,4.47,109.24,7246,1.25,21.73,96.97,93144.34
29-07-2022 02:41,3.35,4.47,109.24,7246,1.25,21.7,96.63,93139.95
29-07-2022 02:49,3.91,4.47,109.24,7353,1.25,21.68,96.48,93128.03
29-07-2022 02:57,4.47,4.47,109.24,7246,1.25,21.63,96.68,93121.43
29-07-2022 03:05,0.55,4.47,109.24,7246,1.571428571,21.6,96.82,93130.78
29-07-2022 03:13,1.11,4.47,109.24,7042,1.571428571,21.34,96.96,93109.59
29-07-2022 03:21,1.67,4.47,109.24,7042,1.571428571,21.2,97.75,93121.47
29-07-2022 03:29,2.23,4.47,109.24,7246,1.571428571,21.07,98.17,93116.82
29-07-2022 03:37,2.79,4.47,109.24,7246,1.571428571,21.02,98.49,93103.27
29-07-2022 03:45,3.35,4.47,109.24,7246,1.571428571,20.92,98.68,93096.28
29-07-2022 03:53,3.91,4.47,109.24,7246,1.571428571,20.84,98.53,93093.31
29-07-2022 04:01,0.55,3.91,108.12,7246,1,20.8,99.02,93086.34
29-07-2022 04:09,1.11,3.91,108.12,7246,1,20.9,99.17,93093.34
29-07-2022 04:17,1.67,3.91,108.12,7353,1,20.87,99.22,93089.67
29-07-2022 04:25,2.23,3.91,108.12,7246,1,20.95,99.25,93105.44
29-07-2022 04:33,2.79,3.91,108.12,7246,1,20.97,99.31,93123.03
29-07-2022 04:41,3.35,3.91,108.12,7246,1,21.07,99.3,93129.3
29-07-2022 04:49,3.91,3.91,108.12,7246,1,21.07,99.04,93126.55
29-07-2022 04:57,4.47,3.91,108.12,7246,1,21.13,98.73,93116.87
29-07-2022 05:05,0.55,4.47,107.56,7246,1.428571429,21.18,98.21,93104.07
29-07-2022 05:13,1.11,4.47,107.56,7246,1.428571429,21.25,97.95,93110.87
29-07-2022 05:21,1.67,4.47,107.56,7246,1.428571429,21.27,97.72,93103.55
29-07-2022 05:29,2.23,4.47,107.56,7246,1.428571429,21.3,97.57,93116.37
29-07-2022 05:37,2.79,4.47,107.56,7353,1.428571429,21.29,97.28,93109.97
29-07-2022 05:45,3.35,4.47,107.56,7246,1.428571429,21.21,97.29,93110.67
29-07-2022 05:53,3.91,4.47,107.56,7246,1.428571429,21.25,97.37,93123.31
29-07-2022 06:01,0.55,3.91,107.01,7246,947.625,21.22,97.54,93125.86
29-07-2022 06:09,1.11,3.91,107.01,7246,947.625,21.19,97.63,93118
29-07-2022 06:17,1.67,3.91,107.01,7246,947.625,21.18,97.64,93113.76
29-07-2022 06:25,2.23,3.91,107.01,7246,947.625,21.25,97.42,93130.82
29-07-2022 06:33,2.79,3.91,107.01,7246,947.625,21.28,97.37,93133.2
29-07-2022 06:41,3.35,3.91,107.01,7246,947.625,21.37,97.21,93129.94
29-07-2022 06:49,3.91,3.91,107.01,7246,947.625,21.39,96.7,93122.61
29-07-2022 06:57,4.47,3.91,107.01,7246,947.625,21.45,96.58,93130.74
29-07-2022 07:05,0.55,4.47,105.89,7246,6510.571429,21.51,96.01,93146.31
29-07-2022 07:13,1.11,4.47,105.89,7353,6510.571429,21.75,95.76,93163.05
29-07-2022 07:21,1.67,4.47,105.89,7246,6510.571429,22.09,94.72,93161.25
29-07-2022 07:29,2.23,4.47,105.89,7246,6510.571429,22.54,92.6,93178.36
29-07-2022 07:37,2.79,4.47,105.89,7246,6510.571429,22.86,91.82,93184.72
29-07-2022 07:45,3.35,4.47,105.89,7246,6510.571429,22.75,90.98,93177.57
29-07-2022 07:53,3.91,4.47,105.89,7246,6510.571429,23.06,89.71,93174.22
29-07-2022 08:01,0.55,3.91,105.05,7246,8863,22.95,90.52,93172.24
29-07-2022 08:09,1.11,3.91,105.05,7246,8863,22.9,90.34,93178.86
29-07-2022 08:17,1.67,3.91,105.05,7246,8863,22.88,90.85,93187.65
29-07-2022 08:25,2.23,3.91,105.05,7246,8863,23.18,91.4,93203.22
29-07-2022 08:33,2.79,3.91,105.05,7246,8863,23.36,90.48,93216.57
29-07-2022 08:41,3.35,3.91,105.05,7246,8863,23.22,89.58,93216.82
29-07-2022 08:49,3.91,3.91,105.05,7246,8863,23.17,90.7,93227.3
29-07-2022 08:57,4.47,3.91,105.05,7353,8863,23.31,89.42,93224.51
29-07-2022 09:05,0.55,4.47,104.49,7246,9715.714286,23.54,89.74,93243.15
29-07-2022 09:13,1.11,4.47,104.49,7246,9715.714286,23.73,87.63,93252.31
29-07-2022 09:21,1.67,4.47,104.49,7246,9715.714286,23.54,88.4,93258.79
29-07-2022 09:29,2.23,4.47,104.49,7246,9715.714286,23.38,89.07,93263.06
29-07-2022 09:37,2.79,4.47,104.49,7353,9715.714286,23.37,89.64,93259.4
29-07-2022 09:45,3.35,4.47,104.49,7246,9715.714286,23.87,87.26,93270.65
29-07-2022 09:53,3.91,4.47,104.49,7246,9715.714286,24.22,85.84,93264.01
29-07-2022 10:01,0.55,3.91,103.93,7246,11924.375,24.45,85.07,93264.6
29-07-2022 10:09,1.11,3.91,103.93,7353,11924.375,24.4,84.83,93254.51
29-07-2022 10:17,1.67,3.91,103.93,7353,11924.375,24.7,84.22,93248.62
29-07-2022 10:25,2.23,3.91,103.93,7246,11924.375,24.97,82.44,93245.44
29-07-2022 10:33,2.79,3.91,103.93,7246,11924.375,25.7,80.56,93231.82
29-07-2022 10:41,3.35,3.91,103.93,7143,11924.375,26.37,77,93237.59
29-07-2022 10:49,3.91,3.91,103.93,7246,11924.375,26.04,77.86,93219.25
29-07-2022 10:57,4.47,3.91,103.93,7246,11924.375,26.62,74.24,93211.94
29-07-2022 11:05,0.55,4.47,103.37,7353,6593.857143,26.17,74.57,93213.92
