ttime,pm1,pm2,pm3,am,sm,st,lum
08-08-2022 13:10,1.11,3.35,85.49,8.8,6579,25.57,11782
08-08-2022 13:19,1.67,3.35,85.49,4,6579,25.57,5127
08-08-2022 13:28,2.23,3.35,85.49,1.6,6757,25.56,11939
08-08-2022 13:37,2.79,3.35,85.49,10.4,6757,25.56,5250
08-08-2022 13:46,3.35,3.35,85.49,1.6,6667,25.56,13139
08-08-2022 13:55,3.91,3.35,85.49,9.6,6757,25.57,12528
08-08-2022 14:04,0.55,3.91,85.49,1.6,6757,25.58,10555
08-08-2022 14:13,1.11,3.91,85.49,2.4,6667,25.59,11127
08-08-2022 14:22,1.67,3.91,85.49,5.6,6667,25.6,11403
08-08-2022 14:31,2.23,3.91,85.49,5.6,6757,25.61,9366
08-08-2022 14:40,2.79,3.91,85.49,4,6757,25.63,14351
08-08-2022 14:49,3.35,3.91,85.49,3.2,6667,25.64,12333
08-08-2022 14:58,3.91,3.91,85.49,2.4,6757,25.66,8204
08-08-2022 15:07,0.55,3.91,86.05,8.8,6757,25.67,12488
08-08-2022 15:16,1.11,3.91,86.05,6.4,6667,25.68,7338
08-08-2022 15:25,1.67,3.91,86.05,4,6757,25.69,9650
08-08-2022 15:34,2.23,3.91,86.05,4.8,6757,25.7,8551
08-08-2022 15:43,2.79,3.91,86.05,6.4,6667,25.72,12698
08-08-2022 15:52,3.35,3.91,86.05,4,6757,25.73,10562
08-08-2022 16:01,0.55,3.35,85.49,5.6,6757,25.73,8104
08-08-2022 16:10,1.11,3.35,85.49,4.8,6667,25.74,4850
08-08-2022 16:19,1.67,3.35,85.49,4,6667,25.76,4210
08-08-2022 16:28,2.23,3.35,85.49,2.4,6667,25.77,2624
08-08-2022 16:37,2.79,3.35,85.49,2.4,6757,25.78,4137
08-08-2022 16:46,3.35,3.35,85.49,2.4,6849,25.74,4515
08-08-2022 16:55,3.91,3.35,85.49,5.6,6849,25.71,5718
08-08-2022 17:04,0.55,3.91,85.49,6.4,6757,25.68,2463
08-08-2022 17:13,1.11,3.91,85.49,3.2,6757,25.65,2454
08-08-2022 17:22,1.67,3.91,85.49,6.4,6757,25.61,2365
08-08-2022 17:31,2.23,3.91,85.49,1.6,6757,25.58,2060
08-08-2022 17:40,2.79,3.91,85.49,6.4,6757,25.55,2619
08-08-2022 17:49,3.35,3.91,85.49,0,6667,25.53,1176
08-08-2022 17:58,3.91,3.91,85.49,2.4,6757,25.5,982
08-08-2022 18:07,0.55,3.91,86.05,2.4,6667,25.49,734
08-08-2022 18:16,1.11,3.91,86.05,5.6,6757,25.5,670
08-08-2022 18:25,1.67,3.91,86.05,4,6757,25.51,435
08-08-2022 18:34,2.23,3.91,86.05,1.6,6757,25.59,370
08-08-2022 18:43,2.79,3.91,86.05,2.4,6757,25.61,187
08-08-2022 18:52,3.35,3.91,86.05,9.6,6757,25.65,97
08-08-2022 19:01,0.55,3.35,85.49,5.6,6757,25.67,22
08-08-2022 19:10,1.11,3.35,85.49,4.8,6667,25.66,3
08-08-2022 19:19,1.67,3.35,85.49,8,6667,25.61,2
08-08-2022 19:28,2.23,3.35,85.49,4,6667,25.43,1
08-08-2022 19:37,2.79,3.35,85.49,3.2,6667,25.37,1
08-08-2022 19:46,3.35,3.35,85.49,4.8,6667,25.36,1
08-08-2022 19:55,3.91,3.35,85.49,4,6667,25.42,1
08-08-2022 20:04,0.55,3.91,85.49,1.6,6667,25.49,1
08-08-2022 20:13,1.11,3.91,85.49,8,6757,25.51,1
08-08-2022 20:22,1.67,3.91,85.49,2.4,6757,25.52,1
08-08-2022 20:31,2.23,3.91,85.49,1.6,6667,25.52,1
08-08-2022 20:40,2.79,3.91,85.49,10.4,6757,25.52,1
08-08-2022 20:49,3.35,3.91,85.49,4,6757,25.54,1
08-08-2022 20:58,3.91,3.91,85.49,6.4,6667,25.55,1
08-08-2022 21:07,0.55,3.91,86.05,3.2,6757,25.57,1
08-08-2022 21:16,1.11,3.91,86.05,4,6579,25.57,1
08-08-2022 21:25,1.67,3.91,86.05,2.4,6667,25.57,1
08-08-2022 21:34,2.23,3.91,86.05,2.4,6667,25.55,1
08-08-2022 21:43,2.79,3.91,86.05,1.6,6667,25.55,1
08-08-2022 21:52,3.35,3.91,86.05,4,6757,25.56,1
08-08-2022 22:01,0.55,3.35,85.49,2.4,6667,25.55,1
08-08-2022 22:10,1.11,3.35,85.49,7.2,6667,25.55,1
08-08-2022 22:19,1.67,3.35,85.49,7.2,6667,25.55,1
08-08-2022 22:28,2.23,3.35,85.49,2.4,6757,25.55,1
08-08-2022 22:37,2.79,3.35,85.49,0.8,6757,25.55,1
08-08-2022 22:46,3.35,3.35,85.49,4.8,6579,25.54,1
08-08-2022 22:55,3.91,3.35,85.49,4,6757,25.54,1
08-08-2022 23:04,0.55,3.91,85.49,8,6757,25.53,1
08-08-2022 23:13,1.11,3.91,85.49,4.8,6667,25.51,1
08-08-2022 23:22,1.67,3.91,85.49,3.2,6757,25.5,1
08-08-2022 23:31,2.23,3.91,85.49,3.2,6757,25.43,1
08-08-2022 23:40,2.79,3.91,85.49,2.4,6757,25.12,1
08-08-2022 23:49,3.35,3.91,85.49,3.2,6667,24.87,1
08-08-2022 23:58,3.91,3.91,85.49,1.6,6579,24.75,1
09-08-2022 00:07,0.55,3.91,86.05,4,6757,24.69,1
09-08-2022 00:16,1.11,3.91,86.05,3.2,6667,24.63,1
09-08-2022 00:25,1.67,3.91,86.05,4.8,6579,24.59,1
09-08-2022 00:34,2.23,3.91,86.05,2.4,6667,24.54,1
09-08-2022 00:43,2.79,3.91,86.05,2.4,6667,24.51,1
09-08-2022 00:52,3.35,3.91,86.05,2.4,6757,24.46,1
09-08-2022 01:01,0.55,3.35,85.49,3.2,6757,24.44,1
09-08-2022 01:10,1.11,3.35,85.49,8,6667,24.42,1
09-08-2022 01:19,1.67,3.35,85.49,3.2,6667,24.44,1
09-08-2022 01:28,2.23,3.35,85.49,2.4,6757,24.45,1
09-08-2022 01:37,2.79,3.35,85.49,1.6,6757,24.51,1
09-08-2022 01:46,3.35,3.35,85.49,2.4,6757,24.63,1
09-08-2022 01:55,3.91,3.35,85.49,2.4,6757,24.76,1
09-08-2022 02:04,0.55,3.91,85.49,2.4,6757,24.81,1
09-08-2022 02:13,1.11,3.91,85.49,4.8,6757,24.87,1
09-08-2022 02:22,1.67,3.91,85.49,4,6667,24.92,1
09-08-2022 02:31,2.23,3.91,85.49,6.4,6667,24.95,1
09-08-2022 02:40,2.79,3.91,85.49,8,6667,24.99,1
09-08-2022 02:49,3.35,3.91,85.49,2.4,6579,25.01,1
09-08-2022 02:58,3.91,3.91,85.49,4.8,6579,25.03,1
09-08-2022 03:07,0.55,3.91,86.05,4.8,6579,25.05,1
09-08-2022 03:16,1.11,3.91,86.05,4,6667,25.06,1
09-08-2022 03:25,1.67,3.91,86.05,8,6579,25.08,1
09-08-2022 03:34,2.23,3.91,86.05,7.2,6667,25.08,1
09-08-2022 03:43,2.79,3.91,86.05,4.8,6667,25.09,1
09-08-2022 03:52,3.35,3.91,86.05,5.6,6579,25.1,1
09-08-2022 04:01,0.55,3.35,85.49,2.4,6667,25.11,1
09-08-2022 04:10,1.11,3.35,85.49,1.6,6579,25.12,1
09-08-2022 04:19,1.67,3.35,85.49,1.6,6579,25.12,1
09-08-2022 04:28,2.23,3.35,85.49,1.6,6579,25.12,1
09-08-2022 04:37,2.79,3.35,85.49,4,6579,25.13,1
09-08-2022 04:46,3.35,3.35,85.49,3.2,6667,25.13,1
09-08-2022 04:55,3.91,3.35,85.49,4,6667,25.02,1
09-08-2022 05:04,0.55,3.91,85.49,9.6,6667,24.68,1
09-08-2022 05:13,1.11,3.91,85.49,4,6757,24.47,1
09-08-2022 05:22,1.67,3.91,85.49,4.8,6667,24.33,1
09-08-2022 05:31,2.23,3.91,85.49,1.6,6757,24.26,1
09-08-2022 05:40,2.79,3.91,85.49,2.4,6757,24.2,1
09-08-2022 05:49,3.35,3.91,85.49,2.4,6667,24.15,1
09-08-2022 05:58,3.91,3.91,85.49,4,6757,24.12,2
09-08-2022 06:07,0.55,3.91,86.05,4.8,6757,24.08,10
09-08-2022 06:16,1.11,3.91,86.05,4,6757,24.07,20
09-08-2022 06:25,1.67,3.91,86.05,4,6757,24.05,150
09-08-2022 06:34,2.23,3.91,86.05,8.8,6757,24.04,478
09-08-2022 06:43,2.79,3.91,86.05,10.4,6667,24.04,678
09-08-2022 06:52,3.35,3.91,86.05,5.6,6667,24.04,1239
09-08-2022 07:01,0.55,3.35,85.49,2.4,6757,24.04,1690
09-08-2022 07:10,1.11,3.35,85.49,4,6757,24.04,2483
09-08-2022 07:19,1.67,3.35,85.49,5.6,6757,24.04,976
09-08-2022 07:28,2.23,3.35,85.49,4,6667,24.04,5716
09-08-2022 07:37,2.79,3.35,85.49,4.8,6579,24.05,2705
09-08-2022 07:46,3.35,3.35,85.49,3.2,6667,24.06,5700
09-08-2022 07:55,3.91,3.35,85.49,4,6667,24.07,5907
09-08-2022 08:04,0.55,3.91,85.49,5.6,6579,24.08,9702
09-08-2022 08:13,1.11,3.91,85.49,4.8,6579,24.1,5847
09-08-2022 08:22,1.67,3.91,85.49,4,6667,24.12,5741
09-08-2022 08:31,2.23,3.91,85.49,6.4,6757,24.14,2053
09-08-2022 08:40,2.79,3.91,85.49,4,6667,24.15,10349
09-08-2022 08:49,3.35,3.91,85.49,3.2,6757,24.16,8160
09-08-2022 08:58,3.91,3.91,85.49,3.2,6667,24.17,3591
09-08-2022 09:07,0.55,3.91,86.05,1.6,6667,24.18,6954
09-08-2022 09:16,1.11,3.91,86.05,5.6,6757,24.2,6012
09-08-2022 09:25,1.67,3.91,86.05,5.6,6667,24.2,6101
09-08-2022 09:34,2.23,3.91,86.05,2.4,6757,24.21,5792
09-08-2022 09:43,2.79,3.91,86.05,4.8,6579,24.22,5813
09-08-2022 09:52,3.35,3.91,86.05,8.8,6757,24.23,6627
09-08-2022 10:01,0.55,3.35,85.49,4.8,6757,24.25,8611
09-08-2022 10:10,1.11,3.35,85.49,4.8,6757,24.26,7353
09-08-2022 10:19,1.67,3.35,85.49,9.6,6667,24.27,3426
09-08-2022 10:28,2.23,3.35,85.49,3.2,6667,24.28,10100
09-08-2022 10:37,2.79,3.35,85.49,6.4,6667,24.31,8545
09-08-2022 10:46,3.35,3.35,85.49,5.6,6757,24.33,13909
09-08-2022 10:55,3.91,3.35,85.49,7.2,6757,24.35,6618
09-08-2022 11:04,0.55,3.91,85.49,8.8,6667,24.37,8025
09-08-2022 11:13,1.11,3.91,85.49,10.4,6667,24.4,7440
09-08-2022 11:22,1.67,3.91,85.49,8.8,6667,24.43,13835
09-08-2022 11:31,2.23,3.91,85.49,11.2,6667,24.45,9230
09-08-2022 11:40,2.79,3.91,85.49,9.6,6667,24.48,8039
09-08-2022 11:49,3.35,3.91,85.49,3.2,6667,24.51,4254
09-08-2022 11:58,3.91,3.91,85.49,3.2,6757,24.51,7562
09-08-2022 12:07,0.55,3.91,86.05,4.8,6757,24.52,12536
09-08-2022 12:16,1.11,3.91,86.05,10.4,6667,24.55,13908
09-08-2022 12:25,1.67,3.91,86.05,1.6,6667,24.56,4385
09-08-2022 12:34,2.23,3.91,86.05,13.6,6667,24.58,4230
09-08-2022 12:43,2.79,3.91,86.05,5.6,6757,24.59,3178
09-08-2022 12:52,3.35,3.91,86.05,2.4,6757,24.61,4385
09-08-2022 13:01,0.55,3.35,85.49,8.8,6667,24.63,9449
09-08-2022 13:10,1.11,3.35,85.49,4.8,6667,24.64,13304
09-08-2022 13:19,1.67,3.35,85.49,8.8,6757,24.66,11004
09-08-2022 13:28,2.23,3.35,85.49,13.6,6667,24.68,13802
09-08-2022 13:37,2.79,3.35,85.49,4,6667,24.69,10352
09-08-2022 13:46,3.35,3.35,85.49,11.2,6667,24.71,7238
09-08-2022 13:55,3.91,3.35,85.49,3.2,6757,24.74,5085
09-08-2022 14:04,0.55,3.91,85.49,5.6,6667,24.75,3164
09-08-2022 14:13,1.11,3.91,85.49,2.4,6667,24.78,5855
09-08-2022 14:22,1.67,3.91,85.49,8.8,6757,24.8,6703
09-08-2022 14:31,2.23,3.91,85.49,12.8,6757,24.82,12472
09-08-2022 14:40,2.79,3.91,85.49,6.4,6667,24.84,11053
09-08-2022 14:49,3.35,3.91,85.49,4,6667,24.86,11791
09-08-2022 14:58,3.91,3.91,85.49,2.4,6757,24.87,13021
09-08-2022 15:07,0.55,3.91,86.05,9.6,6757,24.88,8704
09-08-2022 15:16,1.11,3.91,86.05,8.8,6757,24.9,12901
09-08-2022 15:25,1.67,3.91,86.05,2.4,6667,24.92,14997
09-08-2022 15:34,2.23,3.91,86.05,12.8,6757,24.93,13249
09-08-2022 15:43,2.79,3.91,86.05,13.6,6757,24.94,12864
09-08-2022 15:52,3.35,3.91,86.05,2.4,6757,24.97,12928
09-08-2022 16:01,0.55,3.35,85.49,6.4,6757,24.98,6483
09-08-2022 16:10,1.11,3.35,85.49,8,6757,24.99,10203
09-08-2022 16:19,1.67,3.35,85.49,6.4,6757,25.01,11656
09-08-2022 16:28,2.23,3.35,85.49,0.8,6757,25.02,3152
09-08-2022 16:37,2.79,3.35,85.49,2.4,6667,25.04,3010
09-08-2022 16:46,3.35,3.35,85.49,4,6757,25.05,4989
09-08-2022 16:55,3.91,3.35,85.49,8,6757,25.06,5566
09-08-2022 17:04,0.55,3.91,85.49,6.4,6757,25.07,7620
09-08-2022 17:13,1.11,3.91,85.49,4,6667,25.09,9597
09-08-2022 17:22,1.67,3.91,85.49,4.8,6667,25.11,7628
09-08-2022 17:31,2.23,3.91,85.49,1.6,6757,25.11,2647
09-08-2022 17:40,2.79,3.91,85.49,8.8,6757,25.12,4070
09-08-2022 17:49,3.35,3.91,85.49,4,6757,25.13,1202
09-08-2022 17:58,3.91,3.91,85.49,4,6757,25.14,1415
09-08-2022 18:08,0.55,3.91,86.05,1.6,6757,25.15,1439
09-08-2022 18:16,1.11,3.91,86.05,5.6,6757,25.16,1713
09-08-2022 18:25,1.67,3.91,86.05,4,6757,25.17,844
09-08-2022 18:34,2.23,3.91,86.05,2.4,6757,25.18,349
09-08-2022 18:43,2.79,3.91,86.05,5.6,6757,25.18,261
09-08-2022 18:52,3.35,3.91,86.05,5.6,6757,25.19,57
09-08-2022 19:01,0.55,3.35,85.49,2.4,6667,25.2,31
09-08-2022 19:10,1.11,3.35,85.49,4,6667,25.21,4
09-08-2022 19:19,1.67,3.35,85.49,5.6,6667,25.21,1
09-08-2022 19:28,2.23,3.35,85.49,2.4,6757,25.22,1
09-08-2022 19:37,2.79,3.35,85.49,5.6,6667,25.22,1
09-08-2022 19:47,3.35,3.35,85.49,8.8,6667,25.23,1
09-08-2022 19:56,3.91,3.35,85.49,1.6,6667,25.23,1
09-08-2022 20:05,0.55,3.91,85.49,4.8,6667,25.24,1
09-08-2022 20:14,1.11,3.91,85.49,5.6,6667,25.24,1
09-08-2022 20:23,1.67,3.91,85.49,10.4,6667,25.24,1
09-08-2022 20:32,2.23,3.91,85.49,1.6,6849,25.24,1
09-08-2022 20:41,2.79,3.91,85.49,8,6757,25.24,1
09-08-2022 20:50,3.35,3.91,85.49,10.4,6757,25.24,1
09-08-2022 20:59,3.91,3.91,85.49,5.6,6757,25.24,1
09-08-2022 21:08,0.55,3.91,86.05,2.4,6667,25.24,1
09-08-2022 21:17,1.11,3.91,86.05,4.8,6667,25.24,1
09-08-2022 21:26,1.67,3.91,86.05,2.4,6757,25.24,1
09-08-2022 21:35,2.23,3.91,86.05,8,6667,25.24,1
09-08-2022 21:44,2.79,3.91,86.05,4,6667,25.24,1
09-08-2022 21:53,3.35,3.91,86.05,13.6,6757,25.24,1
09-08-2022 22:02,0.55,3.35,85.49,4,6757,25.24,1
09-08-2022 22:11,1.11,3.35,85.49,6.4,6757,25.23,1
09-08-2022 22:20,1.67,3.35,85.49,4.8,6757,25.23,1
09-08-2022 22:28,2.23,3.35,85.49,11.2,6667,25.23,1
09-08-2022 22:38,2.79,3.35,85.49,7.2,6757,25.22,1
09-08-2022 22:47,3.35,3.35,85.49,4.8,6667,25.22,1
09-08-2022 22:56,3.91,3.35,85.49,8,6667,25.21,1
09-08-2022 23:05,0.55,3.91,85.49,4.8,6667,25.21,1
09-08-2022 23:14,1.11,3.91,85.49,8.8,6757,25.21,1
09-08-2022 23:23,1.67,3.91,85.49,4,6757,25.21,1
09-08-2022 23:32,2.23,3.91,85.49,4.8,6757,25.2,1
09-08-2022 23:41,2.79,3.91,85.49,1.6,6757,25.2,1
09-08-2022 23:50,3.35,3.91,85.49,13.6,6667,25.19,1
09-08-2022 23:59,3.91,3.91,85.49,2.4,6667,25.19,1
10-08-2022 00:08,0.55,3.91,86.05,6.4,6667,25.18,1
10-08-2022 00:17,1.11,3.91,86.05,7.2,6667,25.18,1
10-08-2022 00:26,1.67,3.91,86.05,4.8,6757,25.18,1
10-08-2022 00:35,2.23,3.91,86.05,4,6667,25.17,1
10-08-2022 00:44,2.79,3.91,86.05,7.2,6757,25.17,1
10-08-2022 00:53,3.35,3.91,86.05,4,6667,25.16,1
10-08-2022 01:02,0.55,3.35,85.49,3.2,6667,25.15,1
10-08-2022 01:11,1.11,3.35,85.49,2.4,6757,25.15,1
10-08-2022 01:20,1.67,3.35,85.49,7.2,6579,25.14,1
10-08-2022 01:29,2.23,3.35,85.49,3.2,6757,25.13,1
10-08-2022 01:38,2.79,3.35,85.49,9.6,6757,25.13,1
10-08-2022 01:47,3.35,3.35,85.49,2.4,6757,25.12,1
10-08-2022 01:56,3.91,3.35,85.49,6.4,6757,25.12,1
10-08-2022 02:05,0.55,3.91,85.49,5.6,6667,25.1,1
10-08-2022 02:14,1.11,3.91,85.49,4,6757,25.09,1
10-08-2022 02:23,1.67,3.91,85.49,1.6,6667,25.08,1
10-08-2022 02:32,2.23,3.91,85.49,2.4,6757,25.07,1
10-08-2022 02:41,2.79,3.91,85.49,3.2,6757,25.06,1
10-08-2022 02:50,3.35,3.91,85.49,4,6757,25.06,1
10-08-2022 02:59,3.91,3.91,85.49,0.8,6667,25.05,1
10-08-2022 03:08,0.55,3.91,86.05,1.6,6757,25.05,1
10-08-2022 03:17,1.11,3.91,86.05,7.2,6667,25.04,1
10-08-2022 03:26,1.67,3.91,86.05,3.2,6667,25.03,1
10-08-2022 03:35,2.23,3.91,86.05,4,6757,25.03,1
10-08-2022 03:44,2.79,3.91,86.05,10.4,6667,25.02,1
10-08-2022 03:53,3.35,3.91,86.05,2.4,6667,25.01,1
10-08-2022 04:02,0.55,3.35,85.49,2.4,6667,25.01,1
10-08-2022 04:11,1.11,3.35,85.49,2.4,6579,25,1
10-08-2022 04:20,1.67,3.35,85.49,1.6,6667,24.99,1
10-08-2022 04:29,2.23,3.35,85.49,11.2,6757,24.99,1
10-08-2022 04:38,2.79,3.35,85.49,6.4,6757,24.99,1
10-08-2022 04:47,3.35,3.35,85.49,2.4,6667,24.98,1
10-08-2022 04:56,3.91,3.35,85.49,0.8,6667,24.97,1
10-08-2022 05:05,0.55,3.91,85.49,8.8,6579,24.96,1
10-08-2022 05:14,1.11,3.91,85.49,2.4,6667,24.96,1
10-08-2022 05:23,1.67,3.91,85.49,4.8,6667,24.95,1
10-08-2022 05:32,2.23,3.91,85.49,2.4,6494,24.94,1
10-08-2022 05:41,2.79,3.91,85.49,1.6,6667,24.93,1
10-08-2022 05:50,3.35,3.91,85.49,8,6667,24.93,2
10-08-2022 05:59,3.91,3.91,85.49,5.6,6757,24.93,6
10-08-2022 06:08,0.55,3.91,86.05,4,6579,24.92,35
10-08-2022 06:17,1.11,3.91,86.05,2.4,6579,24.91,255
10-08-2022 06:26,1.67,3.91,86.05,3.2,6579,24.9,301
10-08-2022 06:35,2.23,3.91,86.05,3.2,6579,24.89,378
10-08-2022 06:44,2.79,3.91,86.05,4.8,6579,24.89,1579
10-08-2022 06:53,3.35,3.91,86.05,2.4,6494,24.88,4313
10-08-2022 07:02,0.55,3.35,85.49,4,6757,24.87,5227
10-08-2022 07:11,1.11,3.35,85.49,5.6,6667,24.87,3656
10-08-2022 07:20,1.67,3.35,85.49,11.2,6579,24.87,4470
10-08-2022 07:29,2.23,3.35,85.49,3.2,6667,24.86,6707
10-08-2022 07:38,2.79,3.35,85.49,1.6,6579,24.85,2366
10-08-2022 07:47,3.35,3.35,85.49,5.6,6579,24.84,1679
10-08-2022 07:56,3.91,3.35,85.49,3.2,6579,24.83,6058
10-08-2022 08:05,0.55,3.91,85.49,5.6,6579,24.81,2035
10-08-2022 08:14,1.11,3.91,85.49,2.4,6579,24.81,7548
10-08-2022 08:23,1.67,3.91,85.49,2.4,6579,24.8,3761
10-08-2022 08:32,2.23,3.91,85.49,2.4,6579,24.75,9922
10-08-2022 08:41,2.79,3.91,85.49,2.4,6667,24.73,384
10-08-2022 08:50,3.35,3.91,85.49,4,6757,24.71,11511
10-08-2022 08:59,3.91,3.91,85.49,8,6579,24.7,13604
10-08-2022 09:08,0.55,3.91,86.05,3.2,6579,24.69,12064
10-08-2022 09:17,1.11,3.91,86.05,8,6667,24.69,384
10-08-2022 09:26,1.67,3.91,86.05,12,6579,24.69,11976
10-08-2022 09:35,2.23,3.91,86.05,6.4,6667,24.69,8140
10-08-2022 09:44,2.79,3.91,86.05,5.6,6667,24.69,10502
10-08-2022 09:53,3.35,3.91,86.05,8,6579,24.69,9766
10-08-2022 10:02,0.55,3.35,85.49,8.8,6667,24.69,384
10-08-2022 10:11,1.11,3.35,85.49,4,6667,24.69,12124
10-08-2022 10:20,1.67,3.35,85.49,6.4,6667,24.69,5042
10-08-2022 10:29,2.23,3.35,85.49,4.8,6667,24.69,11715
10-08-2022 10:38,2.79,3.35,85.49,4.8,6579,24.69,11288
10-08-2022 10:47,3.35,3.35,85.49,2.4,6579,24.7,534
10-08-2022 10:56,3.91,3.35,85.49,14.4,6579,24.71,12886
10-08-2022 11:05,0.55,3.91,85.49,11.2,6579,24.71,384
10-08-2022 11:14,1.11,3.91,85.49,13.6,6494,24.71,384
10-08-2022 11:23,1.67,3.91,85.49,3.2,6579,24.73,2858
10-08-2022 11:32,2.23,3.91,85.49,4,6579,24.73,7296
10-08-2022 11:41,2.79,3.91,85.49,8,6494,24.75,801
10-08-2022 11:59,3.91,3.91,85.49,5.6,6579,24.76,11377
10-08-2022 12:17,1.11,3.91,86.05,10.4,6494,24.78,13886
10-08-2022 12:26,1.67,3.91,86.05,6.4,6579,24.79,3556
10-08-2022 12:35,2.23,3.91,86.05,6.4,6579,24.8,12940
10-08-2022 12:44,2.79,3.91,86.05,3.2,6579,24.81,3469
10-08-2022 12:53,3.35,3.91,86.05,14.4,6667,24.81,12382
10-08-2022 13:02,0.55,3.35,85.49,9.6,6579,24.82,2001
10-08-2022 13:11,1.11,3.35,85.49,6.4,6579,24.84,3076
10-08-2022 13:20,1.67,3.35,85.49,7.2,6667,24.86,10734
10-08-2022 13:29,2.23,3.35,85.49,4,6667,24.87,12615
10-08-2022 13:38,2.79,3.35,85.49,4,6579,24.88,954
10-08-2022 13:47,3.35,3.35,85.49,9.6,6667,24.9,14134
10-08-2022 13:56,3.91,3.35,85.49,2.4,6667,24.91,14162
10-08-2022 14:05,0.55,3.91,85.49,4,6667,24.93,9226
10-08-2022 14:14,1.11,3.91,85.49,6.4,6667,24.94,10459
10-08-2022 14:23,1.67,3.91,85.49,3.2,6757,24.97,10879
10-08-2022 14:32,2.23,3.91,85.49,5.6,6579,24.99,10467
10-08-2022 14:41,2.79,3.91,85.49,4,6667,25,7894
10-08-2022 14:50,3.35,3.91,85.49,3.2,6579,25.03,12454
10-08-2022 14:59,3.91,3.91,85.49,3.2,6757,25.05,9042
10-08-2022 15:08,0.55,3.91,86.05,10.4,6579,25.06,10957
10-08-2022 15:17,1.11,3.91,86.05,5.6,6757,25.09,9829
10-08-2022 15:26,1.67,3.91,86.05,2.4,6757,25.11,14334
10-08-2022 15:35,2.23,3.91,86.05,5.6,6757,25.13,13377
10-08-2022 15:44,2.79,3.91,86.05,2.4,6667,25.15,6129
10-08-2022 15:53,3.35,3.91,86.05,4,6849,25.26,10966
10-08-2022 16:02,0.55,3.35,85.49,2.4,6849,25.29,4933
10-08-2022 16:11,1.11,3.35,85.49,8,6849,25.33,5425
10-08-2022 16:20,1.67,3.35,85.49,7.2,6849,25.36,14084
10-08-2022 16:29,2.23,3.35,85.49,4.8,6849,25.37,12165
10-08-2022 16:38,2.79,3.35,85.49,8.8,6849,25.41,4902
10-08-2022 16:47,3.35,3.35,85.49,11.2,6849,25.42,9757
10-08-2022 16:56,3.91,3.35,85.49,13.6,6849,25.45,8162
10-08-2022 17:05,0.55,3.91,85.49,4,6849,25.46,6744
10-08-2022 17:14,1.11,3.91,85.49,5.6,6757,25.48,3655
10-08-2022 17:23,1.67,3.91,85.49,4,6849,25.49,2246
10-08-2022 17:32,2.23,3.91,85.49,18.39,6849,25.49,3218
10-08-2022 17:41,2.79,3.91,85.49,3.2,6849,25.49,2245
10-08-2022 17:50,3.35,3.91,85.49,5.6,6757,25.49,1984
10-08-2022 17:59,3.91,3.91,85.49,12,6849,25.49,3467
10-08-2022 18:08,0.55,3.91,86.05,2.4,6849,25.47,4328
10-08-2022 18:17,1.11,3.91,86.05,7.2,6757,25.44,1335
10-08-2022 18:26,1.67,3.91,86.05,4,6849,25.42,1068
10-08-2022 18:35,2.23,3.91,86.05,1.6,6757,25.41,515
10-08-2022 18:44,2.79,3.91,86.05,4.8,6667,25.41,273
10-08-2022 18:53,3.35,3.91,86.05,1.6,6667,25.41,59
10-08-2022 19:02,0.55,3.35,85.49,6.4,6757,25.41,20
10-08-2022 19:11,1.11,3.35,85.49,6.4,6757,25.42,5
10-08-2022 19:20,1.67,3.35,85.49,5.6,6757,25.42,2
10-08-2022 19:29,2.23,3.35,85.49,6.4,6757,25.42,1
10-08-2022 19:38,2.79,3.35,85.49,4.8,6757,25.43,1
10-08-2022 19:48,3.35,3.35,85.49,10.4,6849,25.43,1
10-08-2022 19:57,3.91,3.35,85.49,6.4,6757,25.43,1
10-08-2022 20:06,0.55,3.91,85.49,5.6,6757,25.43,1
10-08-2022 20:15,1.11,3.91,85.49,4.8,6757,25.43,1
10-08-2022 20:24,1.67,3.91,85.49,6.4,6757,25.43,1
10-08-2022 20:33,2.23,3.91,85.49,5.6,6849,25.43,1
10-08-2022 20:42,2.79,3.91,85.49,10.4,6849,25.42,1
10-08-2022 20:51,3.35,3.91,85.49,4,6757,25.42,1
10-08-2022 21:00,0.55,3.35,85.49,8.8,6849,25.42,1
10-08-2022 21:09,1.11,3.35,85.49,5.6,6757,25.42,1
10-08-2022 21:18,1.67,3.35,85.49,8,6757,25.42,1
10-08-2022 21:27,2.23,3.35,85.49,8.8,6757,25.41,1
10-08-2022 21:36,2.79,3.35,85.49,3.2,6757,25.4,1
10-08-2022 21:45,3.35,3.35,85.49,4,6849,25.4,1
10-08-2022 21:54,3.91,3.35,85.49,6.4,6849,25.39,1
10-08-2022 22:03,0.55,3.91,85.49,8,6849,25.38,1
10-08-2022 22:13,1.11,3.91,85.49,3.2,6667,25.38,1
10-08-2022 22:23,1.67,3.91,85.49,7.2,6849,25.37,1
10-08-2022 22:33,2.23,3.91,85.49,4,6757,25.36,1
10-08-2022 22:43,2.79,3.91,85.49,12,6849,25.36,1
10-08-2022 22:53,3.35,3.91,85.49,8.8,6849,25.35,1
10-08-2022 23:03,0.55,3.35,84.93,6.4,6667,25.34,1
10-08-2022 23:13,1.11,3.35,84.93,6.4,6667,25.33,1
10-08-2022 23:23,1.67,3.35,84.93,6.4,6667,25.32,1
10-08-2022 23:33,2.23,3.35,84.93,2.4,6667,25.31,1
